id,sentence1,sentence2,label
336,برنامه تولید واکسن ویروس کرونا با سرعت بالا بودجه می‌خواهد. ترامپ یا بایدن که خودشان نمی‌روند در آزمایشگاه واکسن کشف کنند. بودجه تامین می‌کنند تا متخصصان و دانشمندان این کار را انجام دهند. طرح واکسیناسیون ۳۰۰ میلیون نفر را تا ژانویه ۲۰۲۱ درست و قابل دفاع بود‌ و رئیس جمهور ایالات,در پی شکست مذاکرات دموکرات‌‌ها و جمهوریخواهان، ترامپ با بهره‌گیری از اختیاراتش بسته‌های کمک در رابطه با کرونا را امضا کرد. این بسته شامل تمدید پرداخت کمک بیکاری، حمایت از مستاجران و تمدید مهلت پرداخت‌وام دانشجویی می‌شود. https://t.co/C6OVGXkzWC,nonparaphrase
337,آقای روحانی دارو رو نمیدن، تحریم کردند، دشمنانت میگن نه، تحریم نکردیم! خوب!به نماینده ایران درسازمان ملل دستور بده رسمادر سازمان ملل اعلام کنه که بجای طلبمون از انگلیس، آمریکاو... به ایران دارو و تجهیزات پزشکی بدن، تا سیه روی شود هرکه در او غش باشه ببین جرات دارن ندن؟,هواپیمای روحانی به ساختمان سازمان ملل برخورد کرد شواهد حاکیست روحانی پشت رول بوده /الپول,nonparaphrase
338,🌀روش جدید کلاهبرداری؛   پیش فروش واکسن کرونا https://t.co/Z7Ei4DQ52y,به نظر میاد علاوه بر دختر پوتین، اینا هم واکسن کرونا زدن! https://t.co/iDTUKbjeLB,nonparaphrase
339,ترامپ برای نجات دادن خود و بهبود وضعیت کشورش از شورش مردم به دروغ اعلام ساخت داروی کرونا را میدهد تا شرایط را کمی آرومتر کند #تحریف_دشمنی,@payam9prb @atakhalighi @h0d3r_fa از این امارها روحانی هم اعلام میکنه ولی واقعیت جیب مردمه :) ارزوهاتونو نیاید بگید وقتی ترامپ رای بیاره مفتضح میشید همین دیروز بین اعراب و اسراییل صلح کرد لابد اونم دروغه! بعدم چن هفته پیش اعلام شد ۹۴ درصد کشته ها تو امریکا رو کرونا جا زدن! ترامپ هر خریه واس کشورش متعهد و کاریه,nonparaphrase
340,مشاورعالی سازمان سنجش آموزش کشور از اتمام مهلت ثبت‌نام برای شرکت در آزمون سراسری سال 95 در ساعت 24 فردا، شنبه (اول اسفندماه) خبر داد.,فارس: با توجه به مهلت تمدید شده برای ثبت‌نام آزمون سراسری سال 95 داوطلبان این آزمون تا ساعت 24 فردا شنبه اول اسفندماه برای ثبت‌نام فرصت دارند.,paraphrase
341,@Jony7744 @melliiun این اعتراضات تقریبا عقب ماندگی ترامپ تو نظرسنجی ها به خاطر کرونا رو داره جبران می‌کنه.تو ویسکانسین و میشیگان برای اولین بار ترامپ جلو افتاده تو یکی از نظرسنجی ها.مینه سوتا هم که قبلاً یه ایالت سیف برای دموکرات ها بود الان کاملا پنجاه پنجاه شده,@roshangarnasl انگلیس و فرانسه اعلام کرده اند که کورونا در کشورشان بالا رفته است. اینهم یکی دیگر از گناه های ترامپ است که نتوانسته است جلوی کورونا را در ان کشور ها بگیرد. بایدن گویا برنامه کاملی برای از بین بردن کرونا دارد.,nonparaphrase
342,«مرضیه شاهدایی» که پیشتر از این مدیر طرح های شرکت ملی صنایع پتروشیمی بود، به عنوان معاون وزیرنفت در امور پتروشیمی و مدیرعامل شرکت ملی پتروشیمی منصوب شد.,به گزارش ایرنا، بیژن نامدار زنگنه وزیر نفت در جلسه عصر امروز (یکشنبه) خود با اعضای هیات مدیره شرکت ملی صنایع پتروشیمی، مرضیه شاهدایی را به عنوان مدیرعامل جدید این شرکت منصوب کرد.,paraphrase
343,واکسن کرونا رو باید روی اعضای هیئت دولت تست کنن اگه زنده موندن، واکسن ایمن است اگر مردن، کشور ایمن است😈💀🤙 . . #سوس_ماست #مجنون_۳۱۵,واکسن کرونا رو باید روی مسئولین آزمایش کرد:   اگه زنده ماندند ، واکسن ایمن است.  اگه فوت شدن  ،کشور ایمن است ((((:,paraphrase
344,راهکار ترامپ برای کرونا منطقی اما واقعی هست ،  واکسن پوتین رویایی اما دروغ ، تفاوت چپ و راست اینجاست,@SRezaii @MousaviSa سفید پوستای به خصوص ایالت های جنوبی و مرکزی رو آورد پشت ترامپ، همین د  مورد مسلیم بن هم صادق هست. حتی در مورد پیمان های بین المللی و رابطه با چین و... هم بخش اعظمی از پایگاه رای ترامپ موافق این سیاست ها هستن. اصلا با همین شعارها رای آورد. ترامپ تا وقتی کرونا نیامده بود و...,nonparaphrase
345,تیتر اول روزنامه های صبح ایران ، با استعفای ترامپ و برکناری دولت دیکتاتور آمریکا ، مردم آن کشور همگی به آغوش اسلام شتافتند. و کرونا هم ریشه کن شد . و در #لبنان هیچ خبری نیست. ⁦🤦🏽‍♂️⁩,کاش تو ایران در کنار تست کرونا یه تست مغزی هم از کسایی که تو ایران زندگی می‌کنن و از ترامپ شارلاتان طرفداری می‌کنن بگیرن.,nonparaphrase
346,عراق نشست «وزیران کشور» کشورهای عرب را ترک کرد,وزیر کشور عراق جلسه وزرای‌ عرب را ترک کرد,paraphrase
347,@63_afshin جدا از کرونا ، ترامپ بنظرم تو این چهار سال بد کار نکرد ، خود ظریف هم اعتراف کرده,@DeanBrowningPA @TexanMcCann لیدر محترم  اپوزسیون میلیونی  ری استارت سید محمد حسینی است  ،ما هرگز  این خطای توییتر را فراموش نمیکنیم ،و مطمئن هستیم  که لیدر عزیزمان پیروز این میدان است  حق بر باطل پیروز است ، آقای ترامپ هم مثل لیدر ما  انسان دوست و مهربان است هرگز نمیتوانند شیوع و گسترش ویروس کرونا را  به,nonparaphrase
348,واکسن کرونا رو که بزنم خودمو تو گِل میپلکونوم :),واکسن کرونا رو زدم تا یکسال با زبون از عابربانک استفاده میکنم,nonparaphrase
349,صدای نخست وزیر نیوزیلند دراومد که بابا ۹ تای ما کجا، ده‌‌ها هزار آمریکا کجا. دیروز ترامپ گفته بود موج وحشتناک کرونا تو نیوزیلند! https://t.co/m3BBxLUrPv,۲- لیگ برتر اعلام کرده دلیل فسخ پرداخت نکردن به موقع ۱۶۰ میلیون فصل گرشته در ماه مارس بوده. شبکه PPTV به دلیل شیوع کرونا از پرداخت پول در موعد مقرر خودداری کرده بود. اما عده‌ای ماجرا را سیاسی می‌دانند؛ بوریس جانسون، نخست‌وزیر انگلیس چندی پیش همچون ترامپ جلوی فعالیت هواوی در توسعه,nonparaphrase
350,رئیس سازمان مالیاتی بخشی از ناگفته‌های دوره مدیریتی خود و جزئیات فشارها علیه این سازمان و فرارهای مالیاتی را تشریح کرد.,رئیس سابق سازمان مالیاتی بخشی از ناگفته‌های دوره مدیریتی خود در این سازمان را اعلام کرد.,paraphrase
351,@Mirror53048604 عباس موسوی سخنگوی وزارت امور خارجه جمهوری اسلامی می گوید: "به آقای ترامپ توصیه می‌کنیم در شرایط کنونی شیوع بیماری کرونا در منطقه و جهان بهتر است ناوگان نظامی خود را برای کمک به مهار و مدیریت این بیماری در داخل آمریکا به کار گیرد." 3,@SRezaii @MousaviSa سفید پوستای به خصوص ایالت های جنوبی و مرکزی رو آورد پشت ترامپ، همین د  مورد مسلیم بن هم صادق هست. حتی در مورد پیمان های بین المللی و رابطه با چین و... هم بخش اعظمی از پایگاه رای ترامپ موافق این سیاست ها هستن. اصلا با همین شعارها رای آورد. ترامپ تا وقتی کرونا نیامده بود و...,nonparaphrase
